id,text,business,entertainment,health,all_labels
117,"Music streaming platforms face artist backlash over royalty payment structures. Major musicians threaten to remove their catalogs unless compensation models change. The dispute highlights ongoing tensions between streaming services, record labels, and artists over revenue distribution in the digital music economy.",0,1,0,entertainment
118,Virtual reality concerts attract millions of participants as technology improves and becomes more accessible. Artists perform in digital venues while fans attend from home using VR headsets. The format offers new revenue streams and expands audience reach beyond physical venue limitations.,0,1,0,entertainment
119,"Documentary filmmaking experiences renaissance as streaming platforms invest heavily in non-fiction content. Award-winning documentaries tackle climate change, social justice, and political issues. Critics praise the medium's ability to inform and inspire action on pressing global challenges.",0,1,0,entertainment
120,Fashion industry collaborates with entertainment sector on virtual clothing for digital avatars and metaverse platforms. Luxury brands launch digital-only collections selling for thousands of dollars. The trend represents a new frontier in fashion and gaming convergence.,0,1,0,entertainment
121,Independent film festivals adapt to hybrid formats combining in-person screenings with virtual access. The model increases accessibility for global audiences while maintaining the festival atmosphere. Filmmakers appreciate expanded exposure opportunities beyond traditional geographic limitations.,0,1,0,entertainment
122,Podcast industry continues rapid growth with advertising revenue projected to exceed $4 billion annually. Celebrity-hosted shows and true crime series dominate listener preferences. Major media companies acquire successful podcast networks to compete in the expanding audio entertainment market.,0,1,0,entertainment
123,"Animation studios embrace diverse storytelling as international co-productions increase. Films from Asia, Africa, and Latin America gain prominence at major festivals and awards ceremonies. The shift reflects growing recognition of animation as a universal medium for cultural expression.",0,1,0,entertainment
124,"Live music venues struggle with rising operational costs despite strong ticket demand. Smaller clubs face closure as rent, insurance, and equipment expenses increase. Musicians and fans rally to support grassroots venues crucial to developing emerging talent.",0,1,0,entertainment
125,Television networks invest in limited series format as viewers prefer complete stories over long-running shows. The trend reflects changing consumption habits and competition from streaming platforms. Producers appreciate creative freedom and defined endpoints for storytelling.,0,1,0,entertainment
126,"Comic book adaptations dominate box office with superhero films generating billions in global revenue. Studios announce ambitious multi-year plans for interconnected cinematic universes. However, some industry observers warn of audience fatigue with the genre's saturation.",0,1,0,entertainment
127,Classical music institutions modernize programming to attract younger audiences. Orchestras incorporate contemporary compositions and collaborate with popular artists. The initiatives aim to ensure the art form's relevance and financial sustainability for future generations.,0,1,0,entertainment
128,Reality television evolves with interactive formats allowing viewers to influence show outcomes through mobile apps. The technology creates new engagement opportunities and advertising revenue streams. Producers experiment with blending scripted and unscripted elements for hybrid entertainment experiences.,0,1,0,entertainment
129,Book publishing industry adapts to audiobook boom as listening surpasses print sales for some titles. Authors increasingly consider audio performance during writing process. Publishers invest in celebrity narrators and enhanced audio productions to compete in the growing market.,0,1,0,entertainment
130,Film preservation efforts intensify as digital formats prove less stable than expected. Archives work to save deteriorating films before content is lost forever. The challenge highlights importance of maintaining multiple format copies for long-term cultural heritage protection.,0,1,0,entertainment
131,Theater companies experiment with immersive productions that blur lines between performers and audience. Site-specific performances in unconventional venues create unique experiences. The format attracts new theatergoers seeking interactive entertainment beyond traditional proscenium staging.,0,1,0,entertainment
132,"Music festivals implement sustainability initiatives to reduce environmental impact. Organizers ban single-use plastics, use renewable energy, and offset carbon emissions. Festival-goers increasingly prioritize eco-friendly events when making attendance decisions.",0,1,0,entertainment
133,Esports viewership rivals traditional sports as major tournaments fill stadiums and attract millions of online viewers. Professional gamers earn substantial incomes through prize money and sponsorships. Universities offer esports scholarships recognizing competitive gaming as legitimate athletic pursuit.,0,1,0,entertainment
134,"Stand-up comedy experiences global expansion as streaming specials introduce comedians to international audiences. Performers tour worldwide, adapting material for different cultural contexts. The art form's accessibility and relatability drive its growing popularity across diverse demographics.",0,1,0,entertainment
135,Dance companies incorporate technology into performances using projection mapping and motion sensors. The fusion of traditional choreography with digital elements creates visually stunning productions. Artistic directors balance innovation with preserving dance's essential human expression.,0,1,0,entertainment
136,Biographical films about musicians generate strong box office returns and award recognition. The genre's popularity reflects audience interest in artists' personal stories and cultural impact. Studios develop projects about legendary performers from various musical eras and genres.,0,1,0,entertainment
137,"Children's entertainment evolves to address contemporary social issues through age-appropriate storytelling. Animated series tackle topics like mental health, diversity, and environmental conservation. Parents and educators praise content that entertains while teaching important values.",0,1,0,entertainment
138,Horror genre experiences creative renaissance with films exploring psychological terror over graphic violence. Directors use horror framework to examine societal anxieties and cultural tensions. Critics celebrate the genre's artistic maturation and mainstream acceptance.,0,1,0,entertainment
139,Music education programs demonstrate positive impacts on student academic performance and social development. Schools expand arts funding despite budget pressures. Research shows participation in music activities correlates with improved cognitive skills and emotional well-being.,0,1,0,entertainment
140,"Alzheimer's finger-prick test could help diagnosis. An international trial is examining whether a finger-prick blood test could be used to help diagnose Alzheimer's disease. The study, involving 1,000 volunteers aged over 60 in the UK, US and Canada, will aim to detect biomarkers associated with the condition.",0,0,1,health
141,"Is fibre the new protein? The surprising health benefits of the latest wellness trend. Last year, many of us went protein-mad in the hopes of boosting our strength and fitness. But over the past few months, fibre - something very few of us get enough of every day - has become the hot topic on social media.",0,0,1,health
142,"Life-extending prostate cancer drug to be offered to thousands in England. A life-extending prostate cancer drug is to be made available to thousands of men in England in a matter of weeks, after a campaign by a patient and a charity. Abiraterone has been provided on the NHS in Scotland and Wales since 2023 but not in England and Northern Ireland, except in the most severe cases.",0,0,1,health
143,"Revolutionary eye injection saved my sight, says first-ever patient. Doctors say they have achieved the previously impossible - restoring sight and preventing blindness in people with a rare but dangerous eye conditon called hypotony. Moorfields hospital in London is the world's first dedicated clinic for the disorder and seven out of eight patients given the pioneering treatment have responded to the therapy, a pilot study shows.",0,0,1,health
144,"I spent months trying to find out if boosting my gut health could help me age better. Guts have become a source of immense fascination. Social media influencers promote unproven supplements said to boost gut health, whilst milk and kombucha brands promise to nourish them with 'good bacteria'.",0,0,1,health
145,"Finger-prick blood test could be early warning for children with type 1 diabetes. All UK children could be offered screening for type 1 diabetes using a simple finger-prick blood test, say researchers who have been running a large study. Currently, many young people go undiagnosed and risk developing a life-threatening complication called diabetic ketoacidosis that needs urgent hospital treatment.",0,0,1,health
146,"Why doing a mix of exercise could be the key to longer life? Don't put all your eggs in one basket when it comes to exercise - doing a variety of different physical activities every week is the key to boosting your health and living longer, a study suggests.",0,0,1,health
147,"Surgical robot helps record numbers of patients. A surgical robot has helped a team at Maidstone Hospital carry out a record number of gallbladder operations in a single day. The procedure, known as a cholecystectomy, is traditionally carried out with keyhole surgery which usually allows staff to complete five operations a day.",0,0,1,health
148,Study suggests vaccine trials should include care homes. Research led by the University of Aberdeen into whether future vaccine trials should be conducted in care homes has suggested it is crucial for residents take part. It said those residents who were particularly vulnerable to infection due to their age and communal living were usually prioritised in vaccine roll-out programmes.,0,0,1,health
149,"New NHS diagnostic centre opens in Yeovil. A new NHS diagnostic centre, which will provide around 70,000 tests and outpatients appointments a year, has officially opened its doors. The facility next door to Yeovil District Hospital will include audiology services, an ear nose and throat unit, and cardiology.",0,0,1,health
150,"Relocation of dementia centre to be discussed. Plans to relocate a city's Dementia Resource Centre (DRC) to a new location were set to be discussed on Tuesday. Peterborough's cabinet members will be asked to approve relocating the facility from its current base in Lincoln Road, Millfield, to Paston Farm Community Centre.",0,0,1,health
151,Screening plea in cervical cancer campaign. People in Wolverhampton are being urged to get screened and vaccinated in a bid to eliminate cervical cancer as part of an awareness event. Cervical Cancer Prevention Week started on Monday and the city council said it wanted to make sure women prioritised getting screened.,0,0,1,health
152,Budget gap could hit £29m for mental health trust. The NHS trust that provides mental health services across Norfolk and Suffolk said it faced a multi-million pound budget gap. New figures predicted a £29m funding shortfall for the Norfolk and Suffolk NHS Foundation Trust in 2026-27.,0,0,1,health
153,Scientists discover potential new cancer treatment. Scientists in Glasgow have discovered a potential treatment to stop growth in two of Scotland's deadliest cancers.,0,0,1,health
154,"Campaign challenges language around mental health. A community leader and author has launched a campaign to challenge the way people use language around mental health. Barry Ingleton, from Oxfordshire, lives with bipolar disorder and said he believes the line between everyday emotion and clinical illness has become increasingly blurred.",0,0,1,health
155,"Care facilities increased to free up hospital beds. Services to help patients leave hospital are to be 'stepped up' to free up hospital beds in Hull, health officials have said. The NHS Humber Health Partnership said it was working to enhance community care facilities for patients from Hull Royal Infirmary and Castle Hill Hospital.",0,0,1,health
156,"A mental health hospital's 200 years of care. A hospital which cares for people living with a mental illness is celebrating its 200th anniversary. Oxford's Warneford Hospital is holding a year-long programme of events to mark the milestone, which it hopes will not only to inform people about the site but also get people talking about mental health.",0,0,1,health
157,Health board admits fatal infections probably caused by water system.,0,0,1,health
158,Charity's concern over contaminated blood payouts.,0,0,1,health
159,Moving just 5 more minutes each day could boost longevity,0,0,1,health
160,"Beige fat may help regulate blood pressure, mice study finds.",0,0,1,health
161,"High cholesterol may predict future heart disease risk, even in healthy women",0,0,1,health
162,Exercise may reduce depression symptoms as effectively as therapy,0,0,1,health
163,"Restoring missing lipid may help ease dementia damage in brain, study finds.",0,0,1,health
164,"Food preservatives linked to type 2 diabetes and cancer, studies warn.",0,0,1,health
165,Fasting-mimicking diet may help with Crohn's disease,0,0,1,health
166,"Physical exercise may help prevent nerve damage during chemotherapy, study finds",0,0,1,health
167,"Meeting accepted physical activity guidelines may offset the increased likelihood of early death that affects people with type 2 diabetes who spend too much time sitting, says a new study. For people with diabetes who sit too much and do not get enough exercise, there is a 73% increased risk of early all-cause mortality.",0,0,1,health
168,"Increasing cardiorespiratory endurance improves oxygen uptake in the lungs and heart and can help a person sustain physical activity for longer. Other names for cardiorespiratory endurance include cardiovascular fitness, cardiovascular endurance, and cardiorespiratory fitness.",0,0,1,health
169,"Muscles and nerve fibers allow a person to move their body and enable the internal organs to function. There are more than 600 muscles in the human body. People also have different types of muscle. A kind of elastic tissue makes up each muscle, which consists of thousands, or tens of thousands, of small muscle fibers. Each fiber comprises many tiny strands called fibrils.",0,0,1,health
170,"People who are 19–64 years of age should aim to get 150 minutes of moderate aerobic activity each week. Younger children should be physically active as well. It is important to incorporate strength training exercises into any routine to keep the muscles strong and flexible. As a person's health permits, they should continue this for as long as possible throughout life. A person may choose swimming over another form of exercise for a range of reasons. It gives the body a thorough workout and has many advantages for people of all ages and fitness levels.",0,0,1,health
171,"The powerful combination of cardiovascular exercise and strength training can help a person build muscle strength and improve their heart, lung, and circulatory health. Exercises that target multiple muscle groups are particularly effective. These include various exercises that require little to no equipment and can suit a range of fitness levels.",0,0,1,health
172,"From age 30, a person's muscle mass decreases by 3-8% per decade, and this decline accelerates after age 60. Although muscle loss cannot be prevented entirely, we know that an active lifestyle, including strength training, can slow the decline and increase muscle strength, helping people remain mobile and independent for as long as possible.",0,0,1,health
173,"People of all ages can experience knee pain. Athletes may experience a type of knee pain called patellofemoral pain syndrome or runner’s knee. In addition to being common in active people, knee pain can also be a problem for people with arthritis.",0,0,1,health
174,"While it may be tempting to avoid exercise when knee pain occurs, this is not always the appropriate solution. Certain types of exercise can help alleviate existing knee pain and prevent future pain or injury by providing the knee with extra support.",0,0,1,health
175,The NHS has pushed back the launch date of an £88m overhaul to its IT systems by a year because of delays.The electronic patient record (EPR) for Norfolk's three acute hospitals will not go live in March as originally planned.The programme had been described by local trust bosses as the most transformative work undertaken at the sites in the past 20 years and as a .,0,0,1,health
176,"A care service providing help to people in their homes has been judged as requiring improvement after concerns were raised. Inspectors who visited House of the Flame Lily, in Penn Road, Wolverhampton, found the service was in breach of five legal regulations, a report published on Wednesday said.",0,0,1,health
177,"A university building in Inverness which was shut following the identification of legionella in the water systems has been closed again until the new year. The health studies centre UHI House recently reopened after a week of cleaning and disinfection.Last month, the university said the precautionary closure followed the detection of the potentially harmful bacteria.",0,0,1,health
178,"Ruth Alexander gathers the most useful, actionable nutrition advice from our episodes of 2025 to help set you up for 2026. Things like how to nourish your brain, keep an eye on portion sizes, and why it’s important to focus on fibre. Experts from around the world tell us about the small tweaks that can make a real difference to how we eat, think, and feel.",0,0,1,health
179,"Ultra-processed food - things like biscuits and crisps - are making up more and more of our diets globally. In the US and the UK, ultra-processed food actually make up half the calories we eat. New research is calling for more action to reduce this intake because of its potential threat to our health. But what is ultra-processed food and how does it impact the body?",0,0,1,health
180,"Wellbeing has become such a priceless (or in many cases pricey) endeavour that we can't seem to get enough of it.Last year, we were mainlining magnesium, consuming creatine - a muscle boosting supplement that became mainstream, and we turned to AI chatbots for help with anything from a personalised training regime to a daily meal plan.",0,0,1,health
181,"Breakthrough Alzheimer's treatment shows promising results in phase three clinical trials, slowing cognitive decline by 35% in patients. The drug targets amyloid plaques in the brain and represents the most significant advancement in Alzheimer's therapy in decades. Researchers hope regulatory approval will come within the next year, offering new hope to millions of patients worldwide.",0,0,1,health
182,"Global health organizations warn of rising antibiotic resistance threatening modern medicine's foundation. Common infections become increasingly difficult to treat as bacteria evolve resistance to existing drugs. Experts call for urgent action including new antibiotic development, improved prescribing practices, and enhanced infection prevention measures.",0,0,1,health
183,Mental health services expand globally as governments recognize psychological well-being as essential healthcare priority. New programs provide accessible counseling and therapy services through digital platforms and community centers. The initiatives aim to address the mental health crisis exacerbated by pandemic isolation and economic stress.,0,0,1,health
184,Revolutionary gene therapy cures rare blood disorder in landmark medical achievement. Patients with sickle cell disease show complete remission after single treatment using CRISPR gene editing technology. The success opens possibilities for treating thousands of genetic conditions previously considered incurable.,0,0,1,health
185,"Obesity rates continue climbing worldwide despite increased awareness of health risks and prevention efforts. Studies identify complex factors including food environment, socioeconomic status, and genetic predisposition. Public health officials advocate for comprehensive approaches addressing individual behavior and systemic issues.",0,0,1,health
186,"Artificial intelligence diagnostic tools demonstrate accuracy matching or exceeding human physicians in detecting diseases. AI systems analyze medical images, identify cancer, and predict patient outcomes with remarkable precision. Healthcare providers integrate these technologies while maintaining human oversight for clinical decision-making.",0,0,1,health
187,Telemedicine adoption remains high post-pandemic as patients and providers appreciate convenience and accessibility. Virtual consultations reduce healthcare costs and improve access for rural communities. Regulatory frameworks evolve to support remote care while ensuring quality and safety standards.,0,0,1,health
188,"Vaccine development advances rapidly using mRNA technology proven successful during COVID-19 pandemic. Researchers create experimental vaccines for cancer, HIV, and malaria showing encouraging early results. The platform's flexibility allows quick adaptation to emerging infectious disease threats.",0,0,1,health
189,"Sleep deprivation epidemic affects billions globally with serious health consequences including increased disease risk. Studies link insufficient sleep to cardiovascular problems, diabetes, and mental health disorders. Experts recommend prioritizing sleep hygiene and addressing societal factors that discourage adequate rest.",0,0,1,health
190,Personalized medicine approaches transform cancer treatment with therapies tailored to individual tumor genetics. Precision oncology improves survival rates and reduces side effects compared to traditional chemotherapy. The field's growth depends on genomic sequencing becoming more affordable and accessible.,0,0,1,health
191,"Maternal mortality rates decline in developing countries through improved prenatal care and skilled birth attendance. International health initiatives provide training, equipment, and infrastructure to support safe deliveries. Progress continues but significant disparities persist between and within nations.",0,0,1,health
192,"Microbiome research reveals gut bacteria's crucial role in overall health affecting immunity, metabolism, and mental state. Scientists develop probiotic therapies targeting specific conditions from inflammatory bowel disease to depression. The emerging field promises new treatment approaches for numerous health challenges.",0,0,1,health
193,Childhood vaccination rates drop in some regions raising concerns about preventable disease outbreaks. Misinformation and vaccine hesitancy contribute to declining immunization coverage. Public health campaigns work to rebuild trust and emphasize vaccines' safety and effectiveness.,0,0,1,health
194,"Wearable health devices become increasingly sophisticated monitoring vital signs and detecting potential medical issues. Smartwatches identify irregular heart rhythms, track blood oxygen levels, and alert users to concerning patterns. Integration with healthcare systems enables proactive medical intervention.",0,0,1,health
195,"Loneliness epidemic affects mental and physical health with impacts comparable to smoking and obesity. Social isolation increases risks for cardiovascular disease, dementia, and premature death. Communities develop programs fostering social connections especially among elderly and vulnerable populations.",0,0,1,health
196,Organ transplant waiting lists shrink as donation rates increase and preservation techniques improve. New technologies extend organ viability allowing transportation over longer distances. Researchers also make progress toward lab-grown organs that could eventually eliminate transplant shortages.,0,0,1,health
197,"Diabetes prevalence rises globally driven by obesity, sedentary lifestyles, and aging populations. Healthcare systems struggle with treatment costs and complications including kidney disease and vision loss. Prevention programs emphasize lifestyle modifications and early screening for at-risk individuals.",0,0,1,health
198,Robotic surgery systems enable minimally invasive procedures with enhanced precision and faster patient recovery. Surgeons operate complex cases using advanced robotic platforms providing magnified 3D visualization. The technology expands to more surgical specialties though high costs limit widespread adoption.,0,0,1,health
199,"Air pollution causes millions of premature deaths annually with children and elderly most vulnerable. Studies link poor air quality to respiratory disease, heart problems, and cognitive decline. Cities implement emission reduction strategies including vehicle restrictions and green space expansion.",0,0,1,health
200,Regenerative medicine advances with stem cell therapies showing promise for treating degenerative diseases. Clinical trials test treatments for conditions from spinal cord injuries to macular degeneration. Ethical frameworks guide research while balancing innovation with safety and moral considerations.,0,0,1,health
201,Antibiotic stewardship programs reduce unnecessary prescriptions helping preserve drug effectiveness. Hospitals and clinics implement guidelines ensuring antibiotics are used only when medically necessary. The initiatives represent critical strategy in combating antimicrobial resistance threat.,0,0,1,health
202,Chronic pain affects billions worldwide with limited effective treatment options causing significant suffering. Researchers investigate non-opioid pain management approaches including nerve stimulation and targeted therapies. The work aims to provide relief while avoiding addiction risks associated with traditional painkillers.,0,0,1,health
203,"Nutritional science evolves beyond calorie counting to understand food's complex effects on health. Research examines how diet influences inflammation, gut microbiome, and disease risk. Personalized nutrition recommendations based on individual genetics and metabolism show promise.",0,0,1,health
204,"Healthcare workforce shortages worsen globally as demand outpaces supply of doctors, nurses, and allied health professionals. Burnout and poor working conditions drive professionals from the field. Governments invest in training programs and improve compensation to address critical staffing gaps.",0,0,1,health
205,Immunotherapy revolutionizes cancer treatment by harnessing the body's immune system to fight tumors. Checkpoint inhibitors and CAR-T cell therapies achieve remarkable results for previously untreatable cancers. Ongoing research works to expand these approaches to more cancer types.,0,0,1,health
206,Rare disease patients benefit from increased research attention and orphan drug development. Patient advocacy groups drive awareness and funding for conditions affecting small populations. Regulatory incentives encourage pharmaceutical companies to develop treatments for rare disorders.,0,0,1,health
207,Exercise medicine gains recognition as powerful intervention for preventing and treating chronic diseases. Studies demonstrate physical activity's benefits rival or exceed many pharmaceutical treatments. Healthcare providers increasingly prescribe exercise alongside traditional medical therapies.,0,0,1,health
208,Infectious disease surveillance systems improve using artificial intelligence to detect outbreaks earlier. Digital tools analyze data from multiple sources identifying concerning patterns before widespread transmission. Enhanced monitoring capabilities strengthen global pandemic preparedness and response.,0,0,1,health
209,Addiction treatment approaches evolve incorporating medication-assisted therapy and harm reduction strategies. Evidence-based programs demonstrate better outcomes than abstinence-only models. Stigma reduction efforts encourage people struggling with addiction to seek help without fear of judgment.,0,0,1,health
210,Brain-computer interfaces enable paralyzed patients to communicate and control devices using thoughts alone. Experimental systems decode neural signals allowing users to type messages and operate robotic limbs. The technology offers hope for restoring independence to people with severe disabilities.,0,0,1,health
211,"Pharmaceutical giant Pfizer reports record quarterly profits as new weight-loss drug gains FDA approval, sending stock prices soaring 15% in morning trading.",1,0,1,"business, health"
212,"Healthcare insurance companies face massive losses as new regulations require coverage of mental health services, forcing industry-wide restructuring and layoffs.",1,0,1,"business, health"
213,"Telemedicine startup raises $500 million in Series C funding to expand virtual doctor consultations across rural America, addressing healthcare accessibility gaps.",1,0,1,"business, health"
214,Major hospital chains report bankruptcy filings as rising operational costs and nurse shortages create unsustainable financial pressures across the healthcare sector.,1,0,1,"business, health"
215,"Biotech company stock crashes 40% after clinical trial failure for experimental Alzheimer's treatment, wiping out $3 billion in market value overnight.",1,0,1,"business, health"
216,"Amazon announces acquisition of primary care provider One Medical for $3.9 billion, expanding tech giant's footprint in healthcare delivery services.",1,0,1,"business, health"
217,"Medical device manufacturer recalls defective pacemakers affecting 50,000 patients, facing potential billion-dollar lawsuits and regulatory sanctions from FDA.",1,0,1,"business, health"
218,"Private equity firms invest heavily in dental clinic chains, raising concerns about profit-driven care compromising patient treatment quality and accessibility.",1,0,1,"business, health"
219,Gym membership sales surge 35% as employers offer wellness program subsidies to reduce healthcare costs and improve worker productivity.,1,0,1,"business, health"
220,"Generic drug manufacturers face antitrust investigation for price-fixing schemes that inflated medication costs by 1000%, affecting millions of patients nationwide.",1,0,1,"business, health"
221,"Disney reports streaming subscriber losses for third consecutive quarter, prompting 7,000 layoffs across film studios and theme park divisions.",1,1,0,"business, entertainment"
222,"Taylor Swift's Eras Tour generates $2 billion in ticket revenue, becoming highest-grossing concert series in history and boosting local economies across 50 cities.",1,1,0,"business, entertainment"
223,"Hollywood writers and actors strike for 148 days over streaming residuals and AI concerns, costing entertainment industry estimated $5 billion in lost production.",1,1,0,"business, entertainment"
224,"Netflix stock plummets 35% after announcing password-sharing crackdown backfires, losing 2 million subscribers and $15 billion in market capitalization.",1,1,0,"business, entertainment"
225,"Warner Bros. Discovery writes down $9 billion in assets, cancels completed films for tax breaks, sparking outrage among filmmakers and industry professionals.",1,1,0,"business, entertainment"
226,"Video game industry layoffs exceed 10,000 workers as major publishers prioritize live-service games over single-player experiences, reshaping development landscape.",1,1,0,"business, entertainment"
227,"Broadway theaters report record-breaking $1.8 billion season revenue as post-pandemic audiences return, with Hamilton alone grossing $3 million weekly.",1,1,0,"business, entertainment"
228,"Spotify raises subscription prices 20% while reducing artist royalty payments, drawing criticism from musicians and antitrust scrutiny from regulators.",1,1,0,"business, entertainment"
229,AMC Theatres files Chapter 11 bankruptcy as streaming services and declining attendance force closure of 200 locations nationwide.,1,1,0,"business, entertainment"
230,"Sony acquires Crunchyroll for $1.2 billion, consolidating anime streaming market and raising concerns about monopolistic control over Japanese animation distribution.",1,1,0,"business, entertainment"
231,"Professional athletes speak out about mental health struggles, with Olympic gymnast Simone Biles withdrawing from competition to prioritize psychological well-being.",0,1,1,"health, entertainment"
232,"Documentary exploring America's opioid crisis wins Oscar, featuring interviews with addiction survivors and families devastated by pharmaceutical company negligence.",0,1,1,"health, entertainment"
233,"Celebrity chef Jamie Oliver launches campaign against childhood obesity, producing cooking shows teaching families healthy meal preparation on limited budgets.",0,1,1,"health, entertainment"
234,"Netflix series '13 Reasons Why' linked to increased teen suicide rates by researchers, prompting mental health warnings and content modifications.",0,1,1,"health, entertainment"
235,"Professional esports players suffer repetitive strain injuries and burnout, leading to mandatory health breaks and ergonomic requirements in competitive gaming.",0,1,1,"health, entertainment"
236,"Broadway star reveals cancer diagnosis during performance, using platform to advocate for early screening and healthcare access for performing artists.",0,1,1,"health, entertainment"
237,"Music festival implements harm reduction strategies including drug testing and medical tents after overdose deaths, balancing entertainment with public health.",0,1,1,"health, entertainment"
238,Reality TV show 'The Biggest Loser' faces criticism from medical experts for promoting unhealthy rapid weight loss and contributing to eating disorders.,0,1,1,"health, entertainment"
239,"Professional dancers develop chronic pain and eating disorders due to industry pressures, prompting calls for better healthcare support in performing arts.",0,1,1,"health, entertainment"
240,"Meditation and wellness apps featuring celebrity voices generate $4 billion annually, as stars like LeBron James promote mental health through guided relaxation.",0,1,1,"health, entertainment"
